iter	MultiClass
232	0.02468290463
233	0.02453617304
234	0.02445082789
235	0.02433149838
236	0.02420336931
237	0.02406524225
238	0.02395064855
239	0.02383843028
240	0.02372674558
241	0.02359638086
242	0.02349050213
243	0.02336768862
244	0.02326853721
245	0.02316087975
246	0.02309382476
247	0.02293504567
248	0.02283003047
249	0.02273106736
250	0.02269461932
251	0.0225878388
252	0.02240384839
253	0.0222811091
254	0.02221873591
255	0.02211738049
256	0.02200138871
257	0.02196616563
258	0.02185820399
259	0.02178038455
260	0.02169651849
261	0.02156276649
262	0.02148132322
263	0.02143762114
264	0.02135094189
265	0.02131990165
266	0.02120158339
267	0.02114679162
268	0.02108103397
269	0.02101356311
270	0.02090627543
271	0.02080533863
272	0.02068400261
273	0.02060813224
274	0.02052475465
275	0.0204353262
276	0.02036690728
277	0.02027697276
278	0.02021319265
279	0.02016606931
280	0.02010771871
281	0.020053788
282	0.01995066362
283	0.0198702526
284	0.01977606565
285	0.01973460319
286	0.01963758459
287	0.01951719038
288	0.01940435028
289	0.01932010004
290	0.01922861354
291	0.01914361234
292	0.01904682849
293	0.01894161208
294	0.0188293997
295	0.01874772545
296	0.01867692868
297	0.01861715559
298	0.01855512116
299	0.01849775544
300	0.01845032069
301	0.01842557025
302	0.01839795547
303	0.01830359481
304	0.01822993775
305	0.01813244461
306	0.01806085769
307	0.01798031885
308	0.017885835
309	0.01779903266
310	0.01775393051
311	0.01769250351
312	0.01759916584
313	0.01752103042
314	0.01746877076
315	0.01740901906
316	0.01735945629
317	0.0172971132
318	0.01723115539
319	0.01713536743
320	0.01709030004
321	0.0170320827
322	0.0169842995
323	0.01692001056
324	0.01684687542
325	0.01677730031
326	0.01672430155
327	0.01662870623
328	0.01657943134
329	0.01654769856
330	0.01649497328
331	0.01645462986
332	0.01637980945
333	0.01633525684
334	0.01624905091
335	0.01619449486
336	0.01613577648
337	0.0160945605
338	0.01601566326
339	0.01596244588
340	0.01590981236
341	0.01587393784
342	0.01577731622
343	0.01572876635
344	0.01567173217
345	0.01562010471
346	0.01552893284
347	0.01549295035
348	0.01543358058
349	0.01541153228
350	0.01536177997
351	0.01532156987
352	0.01527033321
353	0.0152201845
354	0.01515963165
355	0.01513551376
356	0.0151109631
357	0.01507277016
358	0.01498867944
359	0.01495080229
360	0.01491648866
361	0.01484413832
362	0.01479442508
363	0.01476318544
364	0.01473090632
365	0.01467315773
366	0.0146377822
367	0.01459592133
368	0.0145631602
369	0.01451399069
370	0.0144833907
371	0.01444463746
372	0.01442769535
373	0.01436788401
374	0.01432676974
375	0.0142765406
376	0.01423223522
377	0.01418180686
378	0.01411335833
379	0.01407684167
380	0.01403737044
381	0.01400740999
382	0.01397049755
383	0.01390585487
384	0.01387268346
385	0.01384260172
386	0.0138052102
387	0.01376172077
388	0.0137060631
389	0.01364669753
390	0.01360143094
391	0.01355529812
392	0.01351966634
393	0.01346742088
394	0.0134335695
395	0.01339302357
396	0.01334079849
397	0.01329948969
398	0.01326439196
399	0.01323269452
400	0.01319236032
401	0.01317254863
402	0.0131422462
403	0.01309829634
404	0.01306894632
405	0.01304457787
406	0.01299722996
407	0.01297456377
408	0.0129432904
409	0.01290378436
410	0.01287578153
411	0.01283891356
412	0.01280241381
413	0.01275792813
414	0.01273388042
415	0.01269897998
416	0.01266538013
417	0.01263282066
418	0.01260428438
419	0.0125755848
420	0.01254666512
421	0.01251049311
422	0.01246639348
423	0.01241823667
424	0.01240149261
425	0.01238347033
426	0.01235801338
427	0.01233624466
428	0.01228865798
429	0.0122667908
430	0.01223211568
431	0.0121921679
432	0.01214550992
433	0.01211747687
434	0.0120852513
435	0.01207252736
436	0.0120565147
437	0.01201766742
438	0.01199187926
439	0.01194328428
440	0.01190460423
441	0.01187071621
442	0.01184851333
443	0.01182289315
444	0.01178915767
445	0.01176377883
446	0.01173051347
447	0.01169479406
448	0.01168310573
449	0.01163277843
450	0.01159622855
451	0.011546635
452	0.01150564088
453	0.01147612781
454	0.01145550849
455	0.0114315913
456	0.01139112664
457	0.01136608811
458	0.01132254271
459	0.01128788464
460	0.01124191516
461	0.01120376983
462	0.01115982242
463	0.01113237632
464	0.01109265077
465	0.01106378831
466	0.01102618126
467	0.01100260448
468	0.01096641924
469	0.01095006385
470	0.01093875599
471	0.01091227595
472	0.01088893022
473	0.01086759818
474	0.01084397899
475	0.0108063661
476	0.01077914748
477	0.01076651225
478	0.0107443507
479	0.01071540838
480	0.01068128724
481	0.01066423892
482	0.01063948229
483	0.01059813673
484	0.01057532055
485	0.01054492553
486	0.0105206097
487	0.0104976861
488	0.01048545331
489	0.0104621287
490	0.01041984488
491	0.01040827104
492	0.01036615294
493	0.01034649515
494	0.01032166696
495	0.01031393129
496	0.01030480408
497	0.01027146868
498	0.01024480377
499	0.0102082218
500	0.01017891528
501	0.01014605033
502	0.01012757171
503	0.01008674214
504	0.01005852936
505	0.01003469533
506	0.01001977236
507	0.01000395983
508	0.009985195381
509	0.009955039041
510	0.009944173728
511	0.009904675273
512	0.009868141686
513	0.009855979126
514	0.009835599211
515	0.009814134966
516	0.009785598412
517	0.009761452989
518	0.009746898088
519	0.009732267704
520	0.0097068702
521	0.009683698323
522	0.00965904706
523	0.009646275446
524	0.0096275602
525	0.009589775588
526	0.009565417818
527	0.009524943061
528	0.00950310441
529	0.009490169402
530	0.009471310918
531	0.009452461132
532	0.009431972626
533	0.009402486892
534	0.009381967425
535	0.009363601633
536	0.009343470126
537	0.00932514983
538	0.009301742285
539	0.009283894342
540	0.009258355142
541	0.00923874232
542	0.009211896569
543	0.009199114342
544	0.009184032784
545	0.009168785748
546	0.009148454985
547	0.009121742397
548	0.009102860298
549	0.009085133453
550	0.009063171935
551	0.009047170328
552	0.009024191809
553	0.009006569701
554	0.00899639075
555	0.008976748178
556	0.00896632216
557	0.008941125847
558	0.008929421223
559	0.008902159458
560	0.00888367399
561	0.008860777784
562	0.008842007291
563	0.008822600202
564	0.0088045565
565	0.008780830712
566	0.008753275098
567	0.008742836988
568	0.008718267233
569	0.008707761619
570	0.008684938229
571	0.00867291668
572	0.008652804575
573	0.008626286095
574	0.008610452313
575	0.008602402971
576	0.008586659878
577	0.008567511199
578	0.008554197284
579	0.008536883551
580	0.008509863513
581	0.008495478054
582	0.00848176133
583	0.008461001022
584	0.008447933751
585	0.00842954528
586	0.008404459272
587	0.008381862799
588	0.008367396499
589	0.008349961332
590	0.008331382915
591	0.008312780399
592	0.008299743922
593	0.008286554346
594	0.008268458124
595	0.008256448909
596	0.008247231444
597	0.00822625552
598	0.008216549875
599	0.008199009318
600	0.008169927194
601	0.008157647792
602	0.008148840212
603	0.008140392594
604	0.008128362329
605	0.008120491968
606	0.008102270229
607	0.008093806607
608	0.008077092973
609	0.008072600764
610	0.008056227717
611	0.008040629373
612	0.008026477904
613	0.008000080603
614	0.007982986317
615	0.007957349211
616	0.007939458099
617	0.007916777448
618	0.007902185611
619	0.00788625333
620	0.007864374965
621	0.00783850178
622	0.007826439161
623	0.007817529616
624	0.007807886528
625	0.007793771767
626	0.007779979488
627	0.007774401162
628	0.007762139412
629	0.00774718437
630	0.007737532869
631	0.00771731658
632	0.007699798998
633	0.00768629517
634	0.007671295738
635	0.007663075307
636	0.007633492851
637	0.007620414793
638	0.007602427827
639	0.00759716973
640	0.007585110412
641	0.007567995362
642	0.007550866763
643	0.007534765323
644	0.007519281764
645	0.007507230792
646	0.007495048499
647	0.007486120814
648	0.007476531986
649	0.007468274852
650	0.007453466392
651	0.007435735967
652	0.007419508793
653	0.007412737814
654	0.007393296497
655	0.007377631317
656	0.007367714039
657	0.00736113269
658	0.007347680509
659	0.007331644746
660	0.007322953141
661	0.007316055563
662	0.007305170308
663	0.007287169148
664	0.007277429096
665	0.007263858987
666	0.007249328384
667	0.007235755338
668	0.007224958197
669	0.007208207423
670	0.007189921007
671	0.007171347314
672	0.007163778555
673	0.007153539653
674	0.007147867458
675	0.007132023117
676	0.007115282528
677	0.007106629517
678	0.007090817798
679	0.007075682424
680	0.007055299602
681	0.00704738407
682	0.007038366723
683	0.007021920187
684	0.007005303439
685	0.006996994317
686	0.006989053516
687	0.00698330306
688	0.006972744816
689	0.006961480842
690	0.006952829501
691	0.006939269316
692	0.006917761398
693	0.006905829431
694	0.006892332567
695	0.006882368914
696	0.006874085124
697	0.006859889468
698	0.006847891112
699	0.006841150875
700	0.006833037152
701	0.006818018631
702	0.006800807148
703	0.006795517553
704	0.00677803601
705	0.006762645998
706	0.006748878739
707	0.006737519831
708	0.006716157277
709	0.006700737759
710	0.006689696248
711	0.006677408753
712	0.006661357797
713	0.006643983994
714	0.006631038796
715	0.006616934171
716	0.006607505399
717	0.006591880509
718	0.006568665552
719	0.006558666138
720	0.006548803049
721	0.006535935978
722	0.00652579015
723	0.006507859252
724	0.006494967562
725	0.006486617004
726	0.006477921904
727	0.006459840326
728	0.006447366934
729	0.00643837506
730	0.006425290558
731	0.006413675668
732	0.006397068529
733	0.006384194073
734	0.006377615615
735	0.006368862112
736	0.006361462829
737	0.006346059751
738	0.006332108396
739	0.006320388217
740	0.006306545743
741	0.006293049717
742	0.006275859572
743	0.006265281703
744	0.006255237745
745	0.006241758697
746	0.006230300384
747	0.006218409303
748	0.006198183463
749	0.006188185866
750	0.006174398104
751	0.006166634565
752	0.006161834671
753	0.006150633068
754	0.006142900043
755	0.006133310909
756	0.006119059344
757	0.006108111669
758	0.006097295304
759	0.006087965925
760	0.006079737182
761	0.006057208027
762	0.006047692889
763	0.006039966116
764	0.006028060744
765	0.006023693785
766	0.006019989209
767	0.006016478932
768	0.006009438834
769	0.005999855905
770	0.005984266006
771	0.005973903257
772	0.005964897282
773	0.005957038044
774	0.005948181858
775	0.005934023353
776	0.005923305359
777	0.005910132096
778	0.005902383153
779	0.005891786516
780	0.005875045365
781	0.0058611623
782	0.005856698841
783	0.005846202086
784	0.005832481251
785	0.005825360796
786	0.005810860609
787	0.005799682339
788	0.00579144613
789	0.005786301798
790	0.005773946938
791	0.00576905382
792	0.005759401916
793	0.005750424667
794	0.005738738277
795	0.005732540723
796	0.005720110328
797	0.005713786414
798	0.005707790002
799	0.005694652547
800	0.005687692915
801	0.005678308136
802	0.005672650027
803	0.005660628056
804	0.005654916177
805	0.005647585721
806	0.005641343211
807	0.00563555796
808	0.005629114996
809	0.005619338722
810	0.005605724477
811	0.005598282149
812	0.005591134564
813	0.005584396849
814	0.005574726464
815	0.005571700346
816	0.00556263743
817	0.005554778372
818	0.005550386761
819	0.005541159233
820	0.005530587511
821	0.00552130693
822	0.005509588161
823	0.005501463306
824	0.005491757053
825	0.005484725394
826	0.005476651881
827	0.005469949957
828	0.005456314183
829	0.0054492567
830	0.005440877494
831	0.005436480123
832	0.005433522671
833	0.005427136355
834	0.005416310536
835	0.005410561893
836	0.00540073238
837	0.005393578027
838	0.005386129409
839	0.005379672842
840	0.005370280797
841	0.005360551848
842	0.005356735558
843	0.005344144984
844	0.005336829649
845	0.00532981303
846	0.005316459566
847	0.005312924143
848	0.005305172557
849	0.005296826576
850	0.005290946775
851	0.005284381425
852	0.005272067042
853	0.005262522256
854	0.005255564945
855	0.005248777118
856	0.005242519461
857	0.005231561171
858	0.005217859278
859	0.005210300994
860	0.005202074157
861	0.005188477155
862	0.005180370223
863	0.005167056747
864	0.005151285099
865	0.005143514419
866	0.005131618458
867	0.005127941818
868	0.005124580273
869	0.005117987039
870	0.005109365568
871	0.00510389655
872	0.005099576544
873	0.005092955426
874	0.005083159144
875	0.005075663366
876	0.005067576905
877	0.005061028783
878	0.005054695905
879	0.005049161062
880	0.005041668381
881	0.005039011942
882	0.005026742036
883	0.00502347141
884	0.005016775555
885	0.005010903507
886	0.005008755615
887	0.00500555241
888	0.005000189278
889	0.004995937513
890	0.004986238346
891	0.004982453148
892	0.004970530331
893	0.004965082427
894	0.004949186372
895	0.004938070752
896	0.004933575152
897	0.004922283582
898	0.004919392641
899	0.004913255751
900	0.00490430167
901	0.004897027393
902	0.00489056197
903	0.004877356597
904	0.004873971351
905	0.004868132688
906	0.004863058978
907	0.004857245449
908	0.004849605136
909	0.00484484836
910	0.004840560387
911	0.004835060304
912	0.004828808873
913	0.004821376693
914	0.004814658222
915	0.004809458006
916	0.004800067879
917	0.004788069387
918	0.00478111515
919	0.004775961827
920	0.004771244411
921	0.0047640635
922	0.004754317484
923	0.004746532946
924	0.00474100112
925	0.004733417351
926	0.004722511691
927	0.004716744322
928	0.004712128486
929	0.004706247994
930	0.004699367486
931	0.00469364956
932	0.004687690733
933	0.004682706978
934	0.004678205114
935	0.00467317948
936	0.004664249601
937	0.004653831803
938	0.004643267217
939	0.004637530039
940	0.004633612121
941	0.004627508239
942	0.004619494643
943	0.0046149124
944	0.004608609432
945	0.004605215533
946	0.004597417674
947	0.004593479944
948	0.004586428242
949	0.004577977676
950	0.004570178536
951	0.004564516504
952	0.004558579277
953	0.004555280441
954	0.004547628412
955	0.004542141666
956	0.004536784526
957	0.00452844485
958	0.004520942078
959	0.004514441684
960	0.00450983199
961	0.004504686532
962	0.004500821405
963	0.00449568608
964	0.004490365255
965	0.004483945447
966	0.004477746312
967	0.004470573577
968	0.004468939843
969	0.004459877295
970	0.004453592859
971	0.004450523645
972	0.004445883302
973	0.004442607364
974	0.004436744939
975	0.004432182839
976	0.004429415413
977	0.004425293541
978	0.004419644592
979	0.004414529225
980	0.004413090002
981	0.004407206046
982	0.004402650168
983	0.004394115095
984	0.004385313813
985	0.004379242545
986	0.004371838361
987	0.004368151523
988	0.004357412846
989	0.00435131719
990	0.004346681924
991	0.004338700345
992	0.004327892504
993	0.004323072634
994	0.004318597673
995	0.004315351152
996	0.004310729472
997	0.004304122093
998	0.004297451496
999	0.004294280625
